evtId,ipad,itime,amp
22,42,268,9.953
22,42,269,46.12
22,42,270,86.28
22,42,271,61.77
22,42,272,24.13
22,43,268,65.87
22,43,269,253.6
22,43,270,576.1
22,43,271,609.1
22,43,272,266.9
22,44,268,82.45
22,44,269,289.4
22,44,270,479.5
22,44,271,427.5
22,44,272,149.9
22,45,268,5.468
22,45,269,14.28
22,45,270,18.35
22,45,271,20.97
22,45,272,8.717
23,41,271,1.213
23,42,269,109.3
23,42,270,179.5
23,42,271,169.3
23,42,272,93.43
23,43,269,615.2
23,43,270,1104.0
23,43,271,851.4
23,43,272,308.1
23,44,269,364.0
23,44,270,537.2
23,44,271,391.2
23,44,272,140.2
23,45,269,3.049
23,45,270,3.427
23,45,271,3.653
23,45,272,2.192
24,42,268,10.15
24,42,269,59.95
24,42,270,143.6
24,42,271,137.9
24,42,272,54.6
24,43,268,145.2
24,43,269,494.2
24,43,270,895.9
24,43,271,824.0
24,43,272,351.2
24,43,273,64.36
24,44,268,54.13
24,44,269,183.9
24,44,270,316.4
24,44,271,352.8
24,44,272,220.2
24,44,273,61.34
24,45,270,2.459
24,45,271,7.168
24,45,272,10.96
24,45,273,4.701
25,41,270,2.091
25,41,271,1.058
25,42,268,34.36
25,42,269,142.3
25,42,270,249.1
25,42,271,188.7
25,42,272,59.63
25,43,268,148.9
25,43,269,639.9
25,43,270,1264.0
25,43,271,1127.0
25,43,272,429.3
25,44,268,55.37
25,44,269,243.3
25,44,270,599.4
25,44,271,581.6
25,44,272,247.9
25,45,270,6.868
25,45,271,12.41
25,45,272,5.703
26,42,268,50.49
26,42,269,137.2
26,42,270,150.5
26,42,271,70.65
26,42,272,22.8
26,42,273,6.233
26,43,268,158.7
26,43,269,613.3
26,43,270,1039.0
26,43,271,813.2
26,43,272,332.6
26,43,273,68.84
26,44,268,29.38
26,44,269,135.7
26,44,270,335.1
26,44,271,390.3
26,44,272,168.8
26,44,273,25.02
26,45,270,3.125
26,45,271,5.635
26,45,272,2.515
27,41,270,3.171
27,41,271,6.269
27,42,269,74.1
27,42,270,159.0
27,42,271,116.7
27,42,272,50.16
27,42,273,13.2
27,43,269,436.1
27,43,270,724.3
27,43,271,655.2
27,43,272,323.0
27,43,273,76.19
27,44,269,173.6
27,44,270,258.9
27,44,271,241.6
27,44,272,146.2
27,44,273,42.45
27,45,269,2.622
27,45,270,3.967
27,45,271,3.407
27,45,272,1.242
28,41,269,2.836
28,41,270,1.662
28,42,267,1.326
28,42,268,9.432
28,42,269,55.22
28,42,270,124.1
28,42,271,104.9
28,42,272,33.26
28,43,267,31.17
28,43,268,65.35
28,43,269,362.9
28,43,270,875.9
28,43,271,803.6
28,43,272,307.7
28,43,273,48.15
28,44,267,3.45
28,44,268,27.48
28,44,269,138.5
28,44,270,285.1
28,44,271,263.6
28,44,272,160.0
28,44,273,51.13
28,45,269,6.908
28,45,270,9.455
28,45,271,15.26
28,45,272,20.14
28,45,273,8.434
29,42,269,83.74
29,42,270,187.6
29,42,271,170.1
29,42,272,61.82
29,42,273,8.1
29,43,269,732.2
29,43,270,1231.0
29,43,271,918.2
29,43,272,315.6
29,43,273,56.41
29,44,269,223.6
29,44,270,470.6
29,44,271,386.2
29,44,272,135.6
29,44,273,24.44
29,45,269,1.274
29,45,270,3.076
29,45,271,2.676
30,42,269,80.26
30,42,270,185.3
30,42,271,170.2
30,42,272,82.3
30,42,273,24.28
30,43,269,487.6
30,43,270,1182.0
30,43,271,978.3
30,43,272,376.6
30,43,273,72.02
30,44,269,193.5
30,44,270,553.2
30,44,271,652.5
30,44,272,312.9
30,45,269,6.01
30,45,270,18.69
30,45,271,22.01
30,45,272,10.29
31,42,269,40.29
31,42,270,97.29
31,42,271,71.43
31,42,272,25.9
31,42,273,5.472
31,43,269,328.7
31,43,270,797.4
31,43,271,642.5
31,43,272,246.6
31,43,273,49.17
31,44,269,96.49
31,44,270,287.8
31,44,271,329.7
31,44,272,158.5
31,44,273,32.03
31,45,270,3.604
31,45,271,6.767
31,45,272,3.084
32,42,269,17.85
32,42,270,40.97
32,42,271,47.52
32,42,272,20.51
32,43,269,227.4
32,43,270,520.0
32,43,271,496.8
32,43,272,187.7
32,44,269,119.2
32,44,270,289.2
32,44,271,241.7
32,44,272,75.09
32,45,270,2.52
32,45,271,1.912
33,41,270,4.027
33,41,271,8.54
33,41,272,3.948
33,42,268,11.96
33,42,269,63.4
33,42,270,146.3
33,42,271,153.7
33,42,272,73.3
33,43,268,165.8
33,43,269,615.1
33,43,270,1126.0
33,43,271,1172.0
33,43,272,560.7
33,44,268,38.35
33,44,269,211.9
33,44,270,511.1
33,44,271,535.6
33,44,272,204.6
33,45,269,7.83
33,45,270,18.58
33,45,271,12.3
33,45,272,2.946
34,41,268,1.127
34,41,269,2.711
34,41,270,1.913
34,42,268,39.66
34,42,269,85.68
34,42,270,83.68
34,42,271,48.68
34,42,272,19.81
34,43,268,194.0
34,43,269,553.5
34,43,270,725.6
34,43,271,563.9
34,43,272,252.4
34,44,268,87.62
34,44,269,305.1
34,44,270,475.5
34,44,271,370.3
34,44,272,144.1
34,45,269,2.968
34,45,270,5.174
34,45,271,4.965
34,45,272,2.762
35,42,268,17.56
35,42,269,64.9
35,42,270,133.7
35,42,271,163.4
35,42,272,86.54
35,43,268,128.0
35,43,269,525.6
35,43,270,969.0
35,43,271,829.5
35,43,272,362.7
35,44,268,80.82
35,44,269,334.6
35,44,270,570.7
35,44,271,423.7
35,44,272,178.7
35,45,269,27.77
35,45,270,41.32
35,45,271,18.31
35,45,272,2.343
35,46,270,1.372
36,41,269,2.012
36,41,270,3.395
36,41,271,2.209
36,42,267,3.901
36,42,268,43.84
36,42,269,144.4
36,42,270,191.8
36,42,271,116.2
36,42,272,34.67
36,42,273,5.111
36,43,267,16.4
36,43,268,166.6
36,43,269,640.6
36,43,270,1122.0
36,43,271,1011.0
36,43,272,480.0
36,43,273,117.9
36,44,267,8.272
36,44,268,84.89
36,44,269,302.3
36,44,270,482.0
36,44,271,391.0
36,44,272,145.5
36,44,273,30.33
36,45,269,4.334
36,45,270,9.931
36,45,271,9.8
37,42,268,10.72
37,42,269,43.32
37,42,270,86.79
37,42,271,90.64
37,42,272,41.56
37,42,273,18.73
37,43,268,170.9
37,43,269,619.2
37,43,270,1104.0
37,43,271,1067.0
37,43,272,424.2
37,43,273,67.13
37,44,268,73.69
37,44,269,229.3
37,44,270,415.6
37,44,271,418.3
37,44,272,170.8
37,44,273,24.29
37,45,269,2.705
37,45,270,6.823
37,45,271,5.615
37,45,272,1.717
38,42,269,34.51
38,42,270,99.45
38,42,271,133.1
38,42,272,59.96
38,43,268,127.9
38,43,269,599.5
38,43,270,1160.0
38,43,271,819.0
38,43,272,270.7
38,44,268,90.91
38,44,269,265.7
38,44,270,457.9
38,44,271,425.4
38,44,272,162.0
38,45,269,1.514
38,45,270,5.824
38,45,271,10.23
39,42,269,97.27
39,42,270,178.3
39,42,271,180.8
39,42,272,109.4
39,43,268,66.36
39,43,269,454.6
39,43,270,1109.0
39,43,271,1058.0
39,43,272,453.6
39,43,273,86.79
39,44,268,28.45
39,44,269,243.8
39,44,270,644.0
39,44,271,639.1
39,44,272,299.2
39,44,273,65.47
39,45,269,2.501
39,45,270,9.962
39,45,271,15.31
39,45,272,8.124
39,45,273,1.593
40,42,268,19.17
40,42,269,67.61
40,42,270,163.3
40,42,271,214.3
40,42,272,100.4
40,43,268,84.01
40,43,269,329.4
40,43,270,690.7
40,43,271,798.3
40,43,272,431.5
40,43,273,100.4
40,44,268,37.03
40,44,269,205.7
40,44,270,447.5
40,44,271,394.0
40,44,272,157.5
40,44,273,32.61
40,45,269,1.597
40,45,270,4.188
40,45,271,4.717
40,45,272,1.962
41,41,269,3.807
41,41,270,8.009
41,41,271,3.741
41,42,268,32.74
41,42,269,173.9
41,42,270,337.5
41,42,271,227.9
41,42,272,74.54
41,43,268,122.2
41,43,269,565.2
41,43,270,1142.0
41,43,271,914.6
41,43,272,314.4
41,44,268,42.83
41,44,269,219.0
41,44,270,492.5
41,44,271,486.1
41,44,272,183.5
41,45,269,2.675
41,45,270,13.7
41,45,271,24.09
41,45,272,10.74
42,42,269,104.0
42,42,270,171.3
42,42,271,138.4
42,42,272,45.59
42,43,269,385.6
42,43,270,817.3
42,43,271,679.4
42,43,272,247.2
42,43,273,43.05
42,44,269,103.8
42,44,270,270.7
42,44,271,269.5
42,44,272,112.6
42,44,273,28.4
42,45,269,2.403
42,45,270,6.688
42,45,271,7.885
42,45,272,3.063
43,41,269,3.317
43,41,270,7.437
43,41,271,6.125
43,41,272,6.256
43,42,267,2.977
43,42,268,38.06
43,42,269,169.5
43,42,270,314.0
43,42,271,265.4
43,42,272,141.0
43,42,273,44.54
43,43,267,26.75
43,43,268,298.6
43,43,269,981.5
43,43,270,1433.0
43,43,271,1158.0
43,43,272,451.6
43,43,273,92.03
43,44,267,6.553
43,44,268,82.38
43,44,269,358.7
43,44,270,688.7
43,44,271,621.8
43,44,272,269.9
43,44,273,53.43
43,45,269,7.962
43,45,270,19.18
43,45,271,13.85
43,45,272,4.677
44,42,268,4.031
44,42,269,34.42
44,42,270,74.56
44,42,271,43.07
44,42,272,12.07
44,43,268,38.12
44,43,269,183.0
44,43,270,358.8
44,43,271,292.8
44,43,272,108.6
44,44,268,9.677
44,44,269,51.48
44,44,270,125.4
44,44,271,137.4
44,44,272,54.06
44,45,270,7.244
44,45,271,15.59
44,45,272,7.231
45,41,268,1.54
45,41,269,2.362
45,41,270,1.537
45,42,268,84.01
45,42,269,101.9
45,42,270,98.4
45,42,271,72.36
45,42,272,23.79
45,43,268,203.1
45,43,269,520.0
45,43,270,802.2
45,43,271,591.4
45,43,272,191.0
45,43,273,23.68
45,44,268,25.4
45,44,269,166.8
45,44,270,377.5
45,44,271,303.8
45,44,272,103.0
45,44,273,14.65
45,45,269,5.401
45,45,270,7.287
45,45,271,4.046
46,41,270,1.293
46,41,271,1.251
46,42,268,16.18
46,42,269,90.33
46,42,270,217.6
46,42,271,229.2
46,42,272,94.87
46,43,268,105.7
46,43,269,575.2
46,43,270,1226.0
46,43,271,1054.0
46,43,272,413.2
46,44,268,37.07
46,44,269,172.3
46,44,270,368.2
46,44,271,366.8
46,44,272,171.8
46,45,269,3.214
46,45,270,7.531
46,45,271,5.703
46,45,272,1.772
47,42,269,37.12
47,42,270,128.0
47,42,271,184.3
47,42,272,96.85
47,42,273,19.46
47,43,269,394.1
47,43,270,810.0
47,43,271,720.0
47,43,272,277.2
47,43,273,44.6
47,44,269,166.0
47,44,270,300.2
47,44,271,275.3
47,44,272,102.8
47,44,273,12.92
47,45,269,11.84
47,45,270,32.96
47,45,271,31.44
47,45,272,10.64
48,42,268,35.94
48,42,269,70.1
48,42,270,102.4
48,42,271,102.7
48,42,272,42.83
48,43,268,121.1
48,43,269,415.5
48,43,270,667.6
48,43,271,503.5
48,43,272,232.7
48,43,273,59.99
48,44,268,69.98
48,44,269,304.6
48,44,270,540.8
48,44,271,392.2
48,44,272,126.0
48,44,273,17.47
48,45,269,7.862
48,45,270,17.99
48,45,271,20.18
49,42,269,79.03
49,42,270,197.6
49,42,271,157.3
49,42,272,50.42
49,43,268,116.3
49,43,269,550.9
49,43,270,1105.0
49,43,271,950.5
49,43,272,366.9
49,44,268,33.49
49,44,269,134.0
49,44,270,284.6
49,44,271,309.5
49,44,272,167.6
49,45,270,2.083
49,45,271,3.758
49,45,272,1.835
50,42,269,255.0
50,42,270,501.7
50,42,271,461.3
50,42,272,195.1
50,43,269,2007.0
50,43,270,3857.0
50,43,271,3291.0
50,43,272,1252.0
50,44,269,898.4
50,44,270,1647.0
50,44,271,1295.0
50,44,272,470.1
50,45,269,29.47
50,45,270,44.53
50,45,271,33.27
50,45,272,11.69
51,42,268,28.23
51,42,269,69.99
51,42,270,102.4
51,42,271,72.77
51,42,272,23.77
51,42,273,3.27
51,43,268,114.0
51,43,269,558.2
51,43,270,1116.0
51,43,271,968.6
51,43,272,485.1
51,43,273,126.9
51,44,269,169.6
51,44,270,414.5
51,44,271,374.3
51,44,272,163.9
51,44,273,35.12
51,45,269,1.904
51,45,270,4.215
51,45,271,2.203
52,41,269,1.771
52,42,269,72.83
52,42,270,126.5
52,42,271,102.0
52,42,272,34.28
52,43,269,464.8
52,43,270,1062.0
52,43,271,945.0
52,43,272,322.2
52,44,269,209.9
52,44,270,416.6
52,44,271,379.2
52,44,272,131.7
52,45,269,2.725
52,45,270,6.916
52,45,271,7.916
52,45,272,3.031
53,42,268,4.088
53,42,269,29.02
53,42,270,75.27
53,42,271,76.36
53,42,272,29.03
53,43,268,40.39
53,43,269,216.8
53,43,270,495.7
53,43,271,494.8
53,43,272,204.6
53,44,268,19.36
53,44,269,117.6
53,44,270,285.8
53,44,271,288.6
53,44,272,118.2
53,45,269,7.122
53,45,270,15.78
53,45,271,8.343
53,45,272,1.469
54,41,270,4.208
54,41,271,5.358
54,42,268,11.81
54,42,269,83.3
54,42,270,218.2
54,42,271,223.2
54,42,272,79.74
54,43,268,144.0
54,43,269,470.8
54,43,270,763.1
54,43,271,766.5
54,43,272,308.0
54,44,269,136.5
54,44,270,330.9
54,44,271,365.4
54,44,272,168.0
54,45,269,1.443
54,45,270,12.41
54,45,271,25.9
54,45,272,12.03
55,42,268,19.18
55,42,269,81.45
55,42,270,165.3
55,42,271,171.0
55,42,272,90.02
55,42,273,23.69
55,43,268,97.73
55,43,269,477.3
55,43,270,1083.0
55,43,271,1207.0
55,43,272,663.4
55,43,273,184.8
55,44,268,43.51
55,44,269,218.2
55,44,270,522.2
55,44,271,594.9
55,44,272,272.8
55,44,273,60.13
55,45,269,1.394
55,45,270,4.206
55,45,271,5.932
55,45,272,2.931
55,45,273,1.255
56,42,268,4.002
56,42,269,25.75
56,42,270,60.38
56,42,271,54.89
56,42,272,21.57
56,43,268,51.36
56,43,269,241.1
56,43,270,503.0
56,43,271,516.2
56,43,272,293.7
56,44,268,22.62
56,44,269,96.77
56,44,270,208.4
56,44,271,234.0
56,44,272,108.3
56,45,270,12.16
56,45,271,6.964
56,45,272,1.308
57,42,268,6.875
57,42,269,40.02
57,42,270,109.8
57,42,271,118.0
57,42,272,56.68
57,43,268,161.4
57,43,269,414.4
57,43,270,787.3
57,43,271,761.9
57,43,272,338.9
57,44,268,56.11
57,44,269,198.6
57,44,270,379.2
57,44,271,348.9
57,44,272,121.5
57,45,269,2.468
57,45,270,6.262
57,45,271,5.721
58,41,269,1.255
58,41,270,2.901
58,41,271,1.776
58,42,269,162.9
58,42,270,363.2
58,42,271,370.8
58,42,272,137.1
58,42,273,14.06
58,43,269,980.6
58,43,270,2157.0
58,43,271,2075.0
58,43,272,842.8
58,43,273,136.4
58,44,269,473.5
58,44,270,1032.0
58,44,271,1014.0
58,44,272,433.0
58,44,273,77.41
58,45,269,4.316
58,45,270,12.45
58,45,271,13.65
58,45,272,5.683
59,42,268,8.437
59,42,269,35.06
59,42,270,58.54
59,42,271,37.91
59,42,272,10.03
59,43,268,65.86
59,43,269,213.2
59,43,270,324.1
59,43,271,290.1
59,43,272,155.1
59,44,268,37.58
59,44,269,115.9
59,44,270,159.4
59,44,271,153.4
59,44,272,112.5
59,45,269,5.956
59,45,270,13.0
59,45,271,7.196
59,45,272,1.374
60,41,270,1.607
60,41,271,2.754
60,41,272,1.208
60,42,268,20.35
60,42,269,74.91
60,42,270,164.8
60,42,271,164.9
60,42,272,66.2
60,43,268,169.2
60,43,269,555.8
60,43,270,925.3
60,43,271,745.7
60,43,272,268.2
60,44,268,70.75
60,44,269,272.7
60,44,270,473.5
60,44,271,400.5
60,44,272,141.2
60,45,269,1.993
60,45,270,4.759
60,45,271,4.65
60,45,272,1.892
61,41,269,1.614
61,42,269,39.91
61,42,270,81.84
61,42,271,100.3
61,42,272,58.65
61,42,273,14.64
61,43,269,523.8
61,43,270,1097.0
61,43,271,960.5
61,43,272,497.3
61,43,273,138.8
61,44,269,172.5
61,44,270,412.9
61,44,271,355.7
61,44,272,130.3
61,44,273,22.16
61,45,269,17.06
61,45,270,23.45
61,45,271,10.21
62,41,271,1.011
62,42,268,7.249
62,42,269,48.66
62,42,270,132.7
62,42,271,155.3
62,42,272,75.48
62,42,273,15.17
62,43,268,80.96
62,43,269,373.7
62,43,270,883.2
62,43,271,906.0
62,43,272,350.4
62,43,273,56.7
62,44,268,38.92
62,44,269,165.3
62,44,270,377.8
62,44,271,406.6
62,44,272,158.9
62,44,273,19.8
62,45,269,2.714
62,45,270,17.92
62,45,271,34.75
62,45,272,16.2
63,41,270,3.261
63,41,271,1.547
63,42,268,6.663
63,42,269,53.46
63,42,270,145.7
63,42,271,153.0
63,42,272,63.73
63,43,268,113.3
63,43,269,454.0
63,43,270,955.4
63,43,271,889.4
63,43,272,355.4
63,44,268,72.59
63,44,269,329.3
63,44,270,640.5
63,44,271,483.0
63,44,272,176.1
63,45,269,5.723
63,45,270,14.6
63,45,271,11.92
63,45,272,3.597
64,42,269,43.92
64,42,270,130.5
64,42,271,176.8
64,42,272,87.22
64,42,273,17.44
64,43,269,427.3
64,43,270,763.2
64,43,271,639.3
64,43,272,272.8
64,43,273,63.4
64,44,269,139.9
64,44,270,325.0
64,44,271,333.4
64,44,272,156.5
64,44,273,32.39
64,45,269,1.809
64,45,270,6.27
64,45,271,9.127
64,45,272,6.037
65,41,270,1.125
65,42,268,26.32
65,42,269,91.68
65,42,270,127.2
65,42,271,72.26
65,42,272,18.46
65,42,273,4.531
65,43,268,131.0
65,43,269,610.4
65,43,270,1169.0
65,43,271,929.6
65,43,272,326.0
65,43,273,49.42
65,44,268,87.93
65,44,269,350.1
65,44,270,637.6
65,44,271,571.8
65,44,272,216.3
65,44,273,29.96
65,45,269,4.33
65,45,270,15.39
65,45,271,29.02
65,45,272,13.27
65,45,273,1.336
66,42,268,4.102
66,42,269,13.47
66,42,270,24.6
66,42,271,29.26
66,42,272,12.3
66,43,268,68.05
66,43,269,291.6
66,43,270,547.5
66,43,271,489.9
66,43,272,234.1
66,43,273,54.92
66,44,268,42.56
66,44,269,146.6
66,44,270,237.6
66,44,271,221.0
66,44,272,99.04
66,44,273,19.19
67,41,269,1.567
67,41,270,1.8
67,41,271,2.414
67,42,268,56.02
67,42,269,156.0
67,42,270,185.8
67,42,271,155.5
67,42,272,65.37
67,42,273,10.76
67,43,268,91.6
67,43,269,431.8
67,43,270,938.4
67,43,271,973.5
67,43,272,487.4
67,43,273,110.4
67,44,268,65.66
67,44,269,214.0
67,44,270,383.1
67,44,271,449.7
67,44,272,192.9
67,44,273,24.79
67,45,269,8.966
67,45,270,9.172
67,45,271,4.414
67,45,272,1.01
68,42,268,4.801
68,42,269,40.56
68,42,270,100.5
68,42,271,79.15
68,42,272,24.31
68,42,273,2.759
68,43,268,37.61
68,43,269,234.7
68,43,270,543.2
68,43,271,509.7
68,43,272,291.4
68,43,273,106.6
68,44,268,30.45
68,44,269,143.9
68,44,270,279.3
68,44,271,249.1
68,44,272,154.9
68,44,273,69.03
68,45,269,2.692
68,45,270,5.687
68,45,271,4.596
