evtId,ipad,itime,amp
49,42,269,185.9
49,42,270,382.5
49,42,271,313.4
49,42,272,112.3
49,43,268,390.1
49,43,269,1422.8
49,43,270,2480.6
49,43,271,2056.7
49,43,272,900.5
49,43,273,207.0
49,44,268,108.4
49,44,269,554.6
49,44,270,1099.3
49,44,271,832.0
49,44,272,301.4
49,44,273,66.9
49,45,270,47.0
50,42,270,104.2
50,42,271,183.6
50,42,272,82.2
50,43,269,197.8
50,43,270,540.0
50,43,271,695.3
50,43,272,330.9
50,44,269,83.1
50,44,270,138.6
50,44,271,187.6
50,44,272,98.2
51,42,269,136.7
51,42,270,162.2
51,42,271,133.6
51,42,272,64.2
51,43,269,495.8
51,43,270,745.8
51,43,271,623.2
51,43,272,285.0
51,44,269,183.5
51,44,270,349.2
51,44,271,343.9
51,44,272,234.4
51,45,271,58.6
52,42,269,54.1
52,42,270,106.1
52,42,271,70.6
52,43,268,76.0
52,43,269,431.7
52,43,270,897.3
52,43,271,690.6
52,43,272,246.8
52,44,269,137.8
52,44,270,346.9
52,44,271,363.7
52,44,272,143.4
53,42,269,38.7
53,42,270,97.4
53,42,271,103.4
53,42,272,40.1
53,43,269,372.3
53,43,270,807.0
53,43,271,710.1
53,43,272,288.1
53,43,273,111.3
53,44,269,146.8
53,44,270,253.0
53,44,271,214.9
53,44,272,88.7
54,42,269,103.5
54,42,270,182.8
54,42,271,99.5
54,42,272,36.8
54,43,268,72.9
54,43,269,377.2
54,43,270,736.1
54,43,271,542.0
54,43,272,240.8
54,43,273,64.2
54,44,268,34.6
54,44,269,136.5
54,44,270,241.0
54,44,271,234.1
54,44,272,155.5
54,44,273,49.6
55,42,269,48.4
55,42,270,117.8
55,42,271,133.8
55,42,272,76.1
55,43,268,157.7
55,43,269,538.9
55,43,270,1090.9
55,43,271,1114.8
55,43,272,454.4
55,43,273,65.5
55,44,268,77.1
55,44,269,353.2
55,44,270,673.3
55,44,271,557.5
55,44,272,237.3
55,44,273,52.4
56,42,269,60.1
56,42,270,117.3
56,42,271,110.4
56,42,272,55.6
56,43,269,450.9
56,43,270,891.9
56,43,271,666.6
56,43,272,241.3
56,44,269,173.6
56,44,270,417.3
56,44,271,309.5
56,44,272,109.8
57,42,269,73.2
57,42,270,128.1
57,42,271,117.2
57,42,272,67.0
57,43,268,93.9
57,43,269,468.0
57,43,270,1063.3
57,43,271,1055.4
57,43,272,483.0
57,43,273,102.5
57,44,269,247.3
57,44,270,588.4
57,44,271,469.3
57,44,272,224.9
57,44,273,65.4
58,42,270,104.1
58,42,271,173.6
58,42,272,83.0
58,43,268,65.6
58,43,269,274.1
58,43,270,697.1
58,43,271,750.9
58,43,272,382.5
58,44,268,48.2
58,44,269,180.3
58,44,270,346.5
58,44,271,377.4
58,44,272,249.6
59,42,269,35.3
59,42,270,78.2
59,42,271,102.3
59,42,272,82.9
59,43,269,319.8
59,43,270,640.4
59,43,271,632.1
59,43,272,260.1
59,44,269,96.2
59,44,270,238.2
59,44,271,248.0
59,44,272,94.2
60,42,269,100.0
60,42,270,177.9
60,42,271,141.6
60,42,272,47.0
60,43,268,182.3
60,43,269,804.2
60,43,270,1529.0
60,43,271,1196.8
60,43,272,448.0
60,43,273,95.3
60,44,268,86.5
60,44,269,386.1
60,44,270,728.0
60,44,271,602.1
60,44,272,257.3
60,44,273,57.7
61,42,269,73.5
61,42,270,78.5
61,42,271,51.4
61,42,272,34.1
61,43,268,70.7
61,43,269,338.7
61,43,270,632.7
61,43,271,488.2
61,43,272,282.3
61,43,273,92.5
61,44,268,40.7
61,44,269,183.4
61,44,270,428.4
61,44,271,434.3
61,44,272,192.1
61,44,273,36.0
62,42,270,53.9
62,42,271,46.7
62,42,272,37.1
62,43,268,80.1
62,43,269,278.5
62,43,270,513.9
62,43,271,399.9
62,43,272,160.0
62,44,268,41.6
62,44,269,140.7
62,44,270,232.7
62,44,271,233.7
62,44,272,118.7
63,42,269,62.7
63,42,270,164.9
63,42,271,190.2
63,42,272,111.0
63,43,268,84.3
63,43,269,397.1
63,43,270,808.9
63,43,271,753.4
63,43,272,341.3
63,44,268,81.3
63,44,269,253.7
63,44,270,346.3
63,44,271,279.9
63,44,272,123.9
64,42,269,38.3
64,42,270,91.9
64,42,271,135.4
64,42,272,69.5
64,43,268,122.6
64,43,269,455.2
64,43,270,729.0
64,43,271,555.3
64,43,272,201.4
64,44,269,147.6
64,44,270,315.7
64,44,271,271.8
64,44,272,92.7
65,42,269,49.6
65,42,270,98.7
65,42,271,116.4
65,42,272,47.2
65,43,268,112.6
65,43,269,473.4
65,43,270,956.0
65,43,271,978.2
65,43,272,417.0
65,43,273,69.8
65,44,268,77.7
65,44,269,267.4
65,44,270,383.3
65,44,271,263.7
65,44,272,99.8
66,42,269,47.1
66,42,270,110.3
66,42,271,81.3
66,43,269,338.2
66,43,270,572.9
66,43,271,464.2
66,43,272,175.2
66,44,269,140.9
66,44,270,275.7
66,44,271,234.8
66,44,272,89.1
67,42,268,37.8
67,42,269,173.8
67,42,270,327.4
67,42,271,248.2
67,42,272,75.3
67,43,268,126.0
67,43,269,588.3
67,43,270,1410.9
67,43,271,1313.6
67,43,272,511.8
67,44,268,41.7
67,44,269,291.9
67,44,270,718.8
67,44,271,613.0
67,44,272,234.0
68,42,269,108.0
68,42,270,237.2
68,42,271,142.2
68,42,272,34.5
68,43,268,159.0
68,43,269,624.1
68,43,270,1264.0
68,43,271,1118.9
68,43,272,423.1
68,43,273,64.9
68,44,268,76.6
68,44,269,265.9
68,44,270,476.1
68,44,271,440.2
68,44,272,164.0
69,42,269,113.1
69,42,270,228.7
69,42,271,154.9
69,42,272,46.2
69,43,268,87.3
69,43,269,412.6
69,43,270,764.4
69,43,271,555.1
69,43,272,232.3
69,44,268,35.6
69,44,269,153.1
69,44,270,278.0
69,44,271,236.6
69,44,272,133.0
70,42,269,67.0
70,42,270,113.2
70,42,271,103.8
70,42,272,37.7
70,43,268,130.1
70,43,269,588.1
70,43,270,1200.9
70,43,271,1141.0
70,43,272,444.3
70,44,268,35.9
70,44,269,225.4
70,44,270,599.5
70,44,271,670.9
70,44,272,257.9
71,42,269,75.1
71,42,270,176.5
71,42,271,138.6
71,42,272,43.9
71,43,268,80.2
71,43,269,378.7
71,43,270,818.4
71,43,271,806.9
71,43,272,366.8
71,43,273,73.6
71,44,268,89.1
71,44,269,170.2
71,44,270,372.0
71,44,271,533.6
71,44,272,249.8
71,44,273,35.9
72,42,268,37.0
72,42,269,155.0
72,42,270,273.6
72,42,271,218.3
72,42,272,97.1
72,43,268,149.5
72,43,269,691.5
72,43,270,1418.8
72,43,271,1357.2
72,43,272,638.2
72,44,268,101.7
72,44,269,371.4
72,44,270,656.5
72,44,271,556.3
72,44,272,216.6
72,45,270,32.2
73,42,269,115.8
73,42,270,180.3
73,42,271,149.9
73,42,272,73.0
73,43,269,1160.0
73,43,270,2274.9
73,43,271,1944.8
73,43,272,776.9
73,43,273,184.0
73,44,269,399.9
73,44,270,964.5
73,44,271,957.7
73,44,272,386.0
73,44,273,80.3
74,42,269,33.6
74,42,270,78.1
74,42,271,93.8
74,42,272,53.9
74,43,268,79.4
74,43,269,391.0
74,43,270,964.9
74,43,271,1037.5
74,43,272,562.5
74,43,273,143.1
74,44,269,107.6
74,44,270,294.0
74,44,271,318.7
74,44,272,196.3
74,44,273,57.7
75,42,269,98.1
75,42,270,203.1
75,42,271,196.0
75,42,272,115.4
75,42,273,33.7
75,43,269,517.4
75,43,270,1187.3
75,43,271,1276.1
75,43,272,585.3
75,43,273,119.2
75,44,269,202.7
75,44,270,517.0
75,44,271,708.3
75,44,272,327.4
75,44,273,56.1
76,42,269,69.2
76,42,270,165.5
76,42,271,129.1
76,42,272,39.0
76,43,269,390.9
76,43,270,700.9
76,43,271,708.9
76,43,272,351.2
76,44,269,243.5
76,44,270,334.8
76,44,271,311.8
76,44,272,142.1
77,42,269,66.3
77,42,270,128.1
77,42,271,109.8
77,42,272,43.4
77,43,269,381.2
77,43,270,878.1
77,43,271,740.4
77,43,272,282.0
77,43,273,50.9
77,44,269,111.4
77,44,270,295.3
77,44,271,284.5
77,44,272,119.2
78,42,269,94.4
78,42,270,154.4
78,42,271,122.2
78,42,272,49.4
78,43,269,341.4
78,43,270,760.4
78,43,271,811.5
78,43,272,438.2
78,44,269,174.3
78,44,270,376.3
78,44,271,379.2
78,44,272,167.4
79,42,269,65.5
79,42,270,153.0
79,42,271,126.6
79,42,272,50.5
79,43,269,515.3
79,43,270,994.5
79,43,271,869.9
79,43,272,400.5
79,43,273,96.1
79,44,269,236.7
79,44,270,435.5
79,44,271,465.2
79,44,272,207.8
79,44,273,35.3
80,42,269,35.6
80,42,270,97.1
80,42,271,120.3
80,42,272,58.2
80,43,268,63.1
80,43,269,342.9
80,43,270,730.2
80,43,271,636.8
80,43,272,270.7
80,43,273,55.6
80,44,269,129.6
80,44,270,244.9
80,44,271,207.9
80,44,272,76.2
81,42,269,49.7
81,42,270,108.9
81,42,271,124.1
81,42,272,49.4
81,43,268,117.2
81,43,269,480.4
81,43,270,885.4
81,43,271,790.4
81,43,272,323.5
81,44,268,43.8
81,44,269,180.2
81,44,270,309.1
81,44,271,227.3
81,44,272,75.6
82,42,268,35.9
82,42,269,117.5
82,42,270,179.4
82,42,271,167.8
82,42,272,80.6
82,43,268,160.4
82,43,269,689.6
82,43,270,1406.4
82,43,271,1489.4
82,43,272,776.7
82,43,273,181.6
82,44,268,41.1
82,44,269,243.9
82,44,270,604.4
82,44,271,643.9
82,44,272,276.7
82,44,273,45.7
83,42,269,109.5
83,42,270,234.6
83,42,271,235.9
83,42,272,90.3
83,43,268,131.5
83,43,269,529.1
83,43,270,1041.4
83,43,271,1097.1
83,43,272,560.0
83,43,273,126.4
83,44,268,57.0
83,44,269,283.2
83,44,270,614.0
83,44,271,622.4
83,44,272,317.5
83,44,273,75.3
84,42,269,42.1
84,42,270,69.2
84,42,271,56.6
84,43,268,92.3
84,43,269,261.1
84,43,270,363.6
84,43,271,279.1
84,43,272,108.6
84,44,268,54.0
84,44,269,137.9
84,44,270,156.1
84,44,271,158.1
84,44,272,72.1
85,42,269,51.4
85,42,270,143.5
85,42,271,160.4
85,42,272,62.1
85,43,268,118.3
85,43,269,456.1
85,43,270,743.0
85,43,271,562.3
85,43,272,242.0
85,44,268,39.7
85,44,269,187.5
85,44,270,333.4
85,44,271,218.0
85,44,272,88.6
86,42,268,41.3
86,42,269,216.3
86,42,270,463.3
86,42,271,430.6
86,42,272,201.8
86,43,268,338.0
86,43,269,1578.7
86,43,270,3078.7
86,43,271,2568.3
86,43,272,964.8
86,44,268,187.0
86,44,269,696.7
86,44,270,1167.8
86,44,271,984.1
86,44,272,371.6
87,42,269,88.5
87,42,270,226.1
87,42,271,269.1
87,42,272,108.9
87,43,268,105.6
87,43,269,453.6
87,43,270,1092.2
87,43,271,1220.1
87,43,272,523.9
87,43,273,104.7
87,44,268,43.5
87,44,269,174.0
87,44,270,419.5
87,44,271,412.8
87,44,272,164.2
88,42,269,69.8
88,42,270,156.4
88,42,271,134.2
88,42,272,51.4
88,43,268,78.6
88,43,269,395.3
88,43,270,949.5
88,43,271,1029.8
88,43,272,468.0
88,43,273,86.1
88,44,269,205.6
88,44,270,411.0
88,44,271,371.2
88,44,272,149.6
89,42,269,70.2
89,42,270,139.0
89,42,271,114.9
89,42,272,41.8
89,43,269,585.9
89,43,270,1187.7
89,43,271,911.1
89,43,272,307.9
89,44,269,219.8
89,44,270,499.5
89,44,271,443.1
89,44,272,149.1
90,42,269,66.4
90,42,270,246.1
90,42,271,391.9
90,42,272,251.9
90,43,269,200.8
90,43,270,573.3
90,43,271,667.7
90,43,272,311.7
90,44,270,57.1
90,44,271,49.9
91,42,269,35.2
91,42,270,77.1
91,42,271,84.7
91,42,272,38.3
91,43,268,76.3
91,43,269,502.2
91,43,270,1097.0
91,43,271,879.5
91,43,272,429.6
91,43,273,119.6
91,44,268,47.2
91,44,269,238.4
91,44,270,468.2
91,44,271,370.5
91,44,272,160.5
91,44,273,37.8
92,42,269,61.4
92,42,270,123.5
92,42,271,110.4
92,42,272,38.7
92,43,269,630.0
92,43,270,979.9
92,43,271,737.9
92,43,272,268.3
92,43,273,44.9
92,44,269,219.1
92,44,270,332.0
92,44,271,293.7
92,44,272,139.2
92,44,273,31.1
93,42,269,43.0
93,42,270,123.4
93,42,271,140.9
93,42,272,53.8
93,43,268,93.1
93,43,269,340.0
93,43,270,818.8
93,43,271,888.9
93,43,272,405.2
93,44,269,128.6
93,44,270,265.2
93,44,271,255.5
93,44,272,180.5
94,42,269,97.5
94,42,270,244.4
94,42,271,191.9
94,42,272,56.4
94,43,269,446.0
94,43,270,901.4
94,43,271,858.8
94,43,272,337.9
94,43,273,49.1
94,44,269,138.6
94,44,270,291.8
94,44,271,307.1
94,44,272,133.4
95,42,269,73.1
95,42,270,188.7
95,42,271,191.9
95,42,272,70.1
95,43,269,577.9
95,43,270,1183.2
95,43,271,1187.6
95,43,272,558.8
95,43,273,118.7
95,44,269,209.7
95,44,270,502.0
95,44,271,578.7
95,44,272,260.6
95,44,273,43.3
96,42,269,43.1
96,42,270,112.0
96,42,271,127.3
96,42,272,58.1
96,43,269,444.1
96,43,270,986.9
96,43,271,907.0
96,43,272,373.7
96,44,269,196.3
96,44,270,464.3
96,44,271,454.5
96,44,272,233.8
97,42,269,74.8
97,42,270,137.1
97,42,271,94.9
97,42,272,34.4
97,43,268,51.9
97,43,269,271.2
97,43,270,586.7
97,43,271,570.8
97,43,272,304.6
97,44,268,38.4
97,44,269,125.9
97,44,270,208.7
97,44,271,246.6
97,44,272,177.6
98,42,269,89.5
98,42,270,142.4
98,42,271,96.6
98,42,272,38.4
98,43,268,213.1
98,43,269,678.7
98,43,270,965.0
98,43,271,732.4
98,43,272,248.5
98,44,268,85.3
98,44,269,281.2
98,44,270,473.4
98,44,271,480.3
98,44,272,180.6
99,42,269,69.3
99,42,270,125.8
99,42,271,68.7
99,43,268,190.6
99,43,269,651.8
99,43,270,946.8
99,43,271,588.0
99,43,272,158.7
